0.	0.9468543033887603	0.9468543033892838	0.9468543033882663	0.946854303387743	0.9468543033887605	0.9468543033892838	0.9468543033882664	0.9468543033877431	0.9468543033887603	0.9468543033892836	0.9468543033882664	0.946854303387743	0.9468543033887602	0.9468543033892839	0.9468543033882664	0.9468543033877428	0.3216627553108774	-0.3216627553093367	0.32166275531233185	-0.3216627553138721	0.32166275531087696	-0.3216627553093367	0.3216627553123314	-0.3216627553138717	0.3216627553108774	-0.32166275530933713	0.3216627553123314	-0.3216627553138721	0.3216627553108778	-0.3216627553093363	0.3216627553123314	-0.3216627553138725	-0.26526178270207973	0.26526178270369916	-0.26526178269483164	0.2652617826932131	-0.26526178270208156	0.2652617827036987	-0.26526178269483014	0.26526178269321476	-0.26526178270208217	0.26526178270369705	-0.2652617826948318	0.2652617826932151	-0.2652617827020793	0.2652617827036981	-0.2652617826948328	0.26526178269321354	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	5.142553050063725e-12	-7.212008767965017e-13	-5.141220782434175e-12	7.220890552162018e-13	5.141664871644025e-12	-7.225331444260519e-13	-5.142553050063725e-12	7.229772336359019e-13	5.143441228483425e-12	-7.229772336359019e-13	-5.144329406903125e-12	7.216449660063518e-13	5.144329406903125e-12	-7.203126983768016e-13	-5.143441228483425e-12	7.203126983768016e-13	-4.8054426943279144e-12	-1.2050373211655711e-12	4.804182040765666e-12	1.2052246883769848e-12	-4.8043944168847855e-12	-1.205130413919884e-12	4.804395744491948e-12	1.2042073756797824e-12	-4.804386024919263e-12	-1.204299265734286e-12	4.8055990539078515e-12	1.204575803478584e-12	-4.805937009447172e-12	-1.2052660432937314e-12	4.805577831846731e-12	1.205287645237714e-12	1.	0.
0.01	0.9480716182998588	0.9480716183003833	0.9480716182993393	0.9480716182988148	0.9480716182998588	0.9480716183003832	0.9480716182993393	0.9480716182988148	0.9480716182998588	0.948071618300383	0.9480716182993394	0.9480716182988148	0.9480716182998586	0.9480716183003833	0.9480716182993393	0.9480716182988147	0.31805692348113873	-0.31805692347957504	0.31805692348268727	-0.3180569234842506	0.31805692348113873	-0.3180569234795755	0.31805692348268727	-0.3180569234842506	0.31805692348113873	-0.31805692347957587	0.3180569234826869	-0.3180569234842506	0.3180569234811392	-0.31805692347957504	0.31805692348268727	-0.318056923484251	-0.290718795368486	0.2907187953700919	-0.2907187953615052	0.2907187953599002	-0.2907187953684877	0.29071879537009143	-0.2907187953615037	0.2907187953599018	-0.2907187953684884	0.2907187953700898	-0.29071879536150536	0.29071879535990214	-0.29071879536848555	0.2907187953700908	-0.2907187953615063	0.2907187953599006	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	5.002664948960955e-12	-7.536193891155563e-13	-5.001776770541255e-12	7.545075675352564e-13	5.002220859751105e-12	-7.553957459549565e-13	-5.0031090381708054e-12	7.558398351648066e-13	5.0039972165905056e-12	-7.553957459549565e-13	-5.004885395010206e-12	7.540634783254063e-13	5.004441305800356e-12	-7.527312106958561e-13	-5.0039972165905056e-12	7.527312106958561e-13	-5.0249583081426265e-12	-1.087862680772677e-12	5.023646866655344e-12	1.0880002723807528e-12	-5.023889916748364e-12	-1.0878820667384932e-12	5.023938711865597e-12	1.0869345677604195e-12	-5.023975184001063e-12	-1.0870533054275353e-12	5.0252142208401565e-12	1.0873948643911272e-12	-5.025537784446244e-12	-1.0881389845883164e-12	5.025137918828299e-12	1.0881558961852027e-12	0.9980267284282716	0.06279051952931337
0.02	0.9493839626568641	0.949383962657389	0.9493839626563215	0.9493839626557968	0.9493839626568641	0.9493839626573889	0.9493839626563215	0.9493839626557968	0.9493839626568641	0.9493839626573889	0.9493839626563217	0.9493839626557966	0.949383962656864	0.949383962657389	0.9493839626563217	0.9493839626557966	0.314117957859703	-0.3141179578581164	0.3141179578613426	-0.31411795786292873	0.314117957859703	-0.31411795785811686	0.3141179578613426	-0.31411795786292873	0.314117957859703	-0.31411795785811686	0.31411795786134217	-0.3141179578629291	0.31411795785970337	-0.3141179578581164	0.31411795786134217	-0.3141179578629291	-0.3158223554453454	0.3158223554469329	-0.31582235543863657	0.31582235543705	-0.3158223554453472	0.31582235544693243	-0.3158223554386352	0.3158223554370516	-0.31582235544534776	0.3158223554469308	-0.3158223554386368	0.31582235543705195	-0.315822355445345	0.3158223554469318	-0.31582235543863774	0.31582235543705045	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.857003688130135e-12	-7.829292769656604e-13	-4.855671420500585e-12	7.838174553853605e-13	4.856115509710435e-12	-7.842615445952106e-13	-4.857003688130135e-12	7.847056338050606e-13	4.857891866549835e-12	-7.847056338050606e-13	-4.858780044969535e-12	7.833733661755105e-13	4.858780044969535e-12	-7.820410985459603e-13	-4.857891866549835e-12	7.820410985459603e-13	-5.236282592410126e-12	-9.663517139918301e-13	5.23492234902179e-12	9.664382196936225e-13	-5.2351951715368636e-12	-9.662962762226906e-13	5.235292832257385e-12	9.653249615161002e-13	-5.235374671227172e-12	-9.654725817196522e-13	5.236637616130952e-12	9.658791614870608e-13	-5.236946369138183e-12	-9.666758860475643e-13	5.236505540112581e-12	9.666872727974016e-13	0.9921147013144779	0.12533323356430426
0.03	0.9507856375661231	0.9507856375666477	0.9507856375655601	0.9507856375650359	0.9507856375661232	0.9507856375666476	0.9507856375655601	0.9507856375650359	0.9507856375661231	0.9507856375666474	0.9507856375655603	0.9507856375650359	0.950785637566123	0.9507856375666477	0.9507856375655602	0.9507856375650356	0.30984943343175686	-0.3098494334301473	0.30984943343348464	-0.30984943343509336	0.30984943343175647	-0.30984943343014776	0.30984943343348464	-0.30984943343509336	0.30984943343175686	-0.30984943343014815	0.3098494334334838	-0.30984943343509336	0.3098494334317573	-0.3098494334301473	0.30984943343348426	-0.3098494334350938	-0.3405303945030252	0.34053039450458916	-0.3405303944965924	0.3405303944950292	-0.3405303945030268	0.34053039450458866	-0.340530394496591	0.3405303944950308	-0.3405303945030274	0.3405303945045872	-0.34053039449659256	0.3405303944950311	-0.3405303945030247	0.34053039450458816	-0.3405303944965935	0.34053039449502964	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.7051251783614134e-12	-8.08686451136964e-13	-4.703792910731863e-12	8.095746295566641e-13	4.704681089151563e-12	-8.100187187665142e-13	-4.7055692675712635e-12	8.104628079763643e-13	4.706457445990964e-12	-8.104628079763643e-13	-4.706901535200814e-12	8.091305403468141e-13	4.706901535200814e-12	-8.077982727172639e-13	-4.7060133567811135e-12	8.077982727172639e-13	-5.438875161228233e-12	-8.408062118188007e-13	5.437468824669885e-12	8.408399869614978e-13	-5.43776989644681e-12	-8.406745957149404e-13	5.437917201821244e-12	8.396801368892639e-13	-5.438044172245032e-12	-8.398591315101374e-13	5.439329322748022e-12	8.403309909070819e-13	-5.439622064388998e-12	-8.411789892210958e-13	5.439141424429885e-12	8.411835441554342e-13	0.9822872507286887	0.18738131458572463
0.04	0.952270520354304	0.9522705203548272	0.9522705203537231	0.9522705203532	0.9522705203543042	0.9522705203548272	0.9522705203537231	0.9522705203532	0.952270520354304	0.9522705203548271	0.9522705203537232	0.9522705203532	0.9522705203543039	0.9522705203548272	0.9522705203537232	0.9522705203531999	0.3052553948157886	-0.3052553948141567	0.30525539481760117	-0.30525539481923264	0.30525539481578823	-0.3052553948141567	0.30525539481760117	-0.30525539481923264	0.3052553948157886	-0.3052553948141571	0.3052553948176007	-0.30525539481923264	0.30525539481578906	-0.3052553948141567	0.3052553948176007	-0.3052553948192331	-0.3648022805285856	0.3648022805301212	-0.36480228052243235	0.3648022805208977	-0.3648022805285872	0.36480228053012065	-0.364802280522431	0.36480228052089925	-0.3648022805285878	0.36480228053011926	-0.36480228052243263	0.36480228052089947	-0.36480228052858515	0.36480228053012015	-0.36480228052243346	0.3648022805208981	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.547917598074491e-12	-8.304468224196171e-13	-4.546585330444941e-12	8.317790900491673e-13	4.547029419654791e-12	-8.322231792590173e-13	-4.547917598074491e-12	8.326672684688674e-13	4.548805776494191e-12	-8.322231792590173e-13	-4.5496939549138915e-12	8.308909116294672e-13	4.5496939549138915e-12	-8.29558643999917e-13	-4.548805776494191e-12	8.29558643999917e-13	-5.63223626650917e-12	-7.115380022757759e-13	5.630787011564104e-12	7.115174335917252e-13	-5.63111461247698e-12	-7.113290023381364e-13	5.631311796170214e-12	7.10312271150998e-13	-5.6314840644860115e-12	-7.10525034400716e-13	5.632789800883817e-12	7.110624465466944e-13	-5.6330648246653014e-12	-7.119602958976085e-13	5.632546451557246e-12	7.119565795796613e-13	0.9685831611286311	0.2486898871648548
0.05	0.9538320925354384	0.9538320925359596	0.9538320925348421	0.9538320925343213	0.9538320925354385	0.9538320925359595	0.9538320925348421	0.9538320925343214	0.9538320925354385	0.9538320925359594	0.9538320925348424	0.9538320925343213	0.9538320925354383	0.9538320925359596	0.9538320925348422	0.9538320925343211	0.30034037232690974	-0.3003403723252548	0.30034037232880356	-0.3003403723304577	0.3003403723269093	-0.3003403723252552	0.30034037232880356	-0.3003403723304573	0.3003403723269093	-0.3003403723252556	0.30034037232880273	-0.3003403723304577	0.30034037232691013	-0.3003403723252548	0.3003403723288032	-0.3003403723304581	-0.38859881792432127	0.3885988179258234	-0.3885988179184505	0.3885988179169493	-0.3885988179243229	0.38859881792582285	-0.3885988179184492	0.38859881791695083	-0.3885988179243234	0.3885988179258215	-0.38859881791845075	0.38859881791695106	-0.3885988179243208	0.38859881792582235	-0.38859881791845163	0.3885988179169497	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.384936858059518e-12	-8.490985692333197e-13	-4.384048679639818e-12	8.499867476530198e-13	4.384492768849668e-12	-8.504308368628699e-13	-4.385380947269368e-12	8.5087492607272e-13	4.3862691256890685e-12	-8.5087492607272e-13	-4.3867132148989185e-12	8.495426584431698e-13	4.3867132148989185e-12	-8.482103908136196e-13	-4.385825036479218e-12	8.482103908136196e-13	-5.815906797967192e-12	-5.78868950418337e-13	5.814418008816162e-12	5.78792821760074e-13	-5.814770646416048e-12	-5.785818970025845e-13	5.815017470364081e-12	5.775441389080198e-13	-5.815235417153039e-12	-5.777924127023183e-13	5.816559887943085e-12	5.783954200631876e-13	-5.816815258021942e-12	-5.793415681118513e-13	5.816261652306058e-12	5.793283486366554e-13	0.9510565162951535	0.3090169943749474
0.06	0.9554634701724471	0.9554634701729652	0.9554634701718381	0.9554634701713203	0.9554634701724474	0.955463470172965	0.9554634701718381	0.9554634701713204	0.9554634701724471	0.9554634701729648	0.9554634701718382	0.9554634701713203	0.955463470172447	0.9554634701729652	0.9554634701718382	0.9554634701713202	0.2951093986406145	-0.2951093986389376	0.2951093986425867	-0.2951093986442631	0.29510939864061403	-0.295109398638938	0.2951093986425867	-0.29510939864426267	0.2951093986406145	-0.2951093986389384	0.29510939864258623	-0.2951093986442631	0.29510939864061486	-0.2951093986389376	0.29510939864258623	-0.2951093986442635	-0.41188224750812663	0.4118822475095903	-0.41188224750254065	0.41188224750107794	-0.4118822475081282	0.4118822475095897	-0.41188224750253954	0.4118822475010795	-0.41188224750812874	0.41188224750958846	-0.41188224750254104	0.4118822475010797	-0.41188224750812624	0.41188224750958924	-0.4118822475025419	0.41188224750107844	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.217071136736195e-12	-8.633094239485217e-13	-4.2161829583164945e-12	8.646416915780719e-13	4.2166270475263445e-12	-8.65085780787922e-13	-4.217515225946045e-12	8.65529869997772e-13	4.218403404365745e-12	-8.65085780787922e-13	-4.218847493575595e-12	8.637535131583718e-13	4.218847493575595e-12	-8.628653347386717e-13	-4.217959315155895e-12	8.628653347386717e-13	-5.989468283121712e-12	-4.43130958333733e-13	5.9879432966881275e-12	4.4299881640900905e-13	-5.988320130845695e-12	-4.427661044042736e-13	5.988615958912493e-12	4.417091121009496e-13	-5.988879991223717e-12	-4.4199343143335327e-13	5.9902207985459925e-12	4.426616008739078e-13	-5.990454626105126e-12	-4.4365432814289677e-13	5.9898682085252e-12	4.436309211374741e-13	0.9297764858882513	0.368124552684678
0.07	0.957157436573577	0.9571574365740909	0.9571574365729578	0.957157436572444	0.9571574365735771	0.9571574365740908	0.9571574365729578	0.9571574365724441	0.9571574365735771	0.9571574365740907	0.9571574365729579	0.957157436572444	0.9571574365735769	0.9571574365740909	0.9571574365729579	0.9571574365724439	0.28956802587975594	-0.28956802587805697	0.28956802588180264	-0.2895680258835007	0.2895680258797555	-0.2895680258780574	0.28956802588180264	-0.28956802588350034	0.2895680258797555	-0.2895680258780578	0.2895680258818022	-0.2895680258835007	0.2895680258797564	-0.28956802587805697	0.2895680258818022	-0.28956802588350117	-0.43461624651349634	0.4346162465149165	-0.4346162465081969	0.43461624650677777	-0.43461624651349784	0.43461624651491587	-0.43461624650819586	0.4346162465067792	-0.4346162465134983	0.4346162465149148	-0.4346162465081973	0.4346162465067794	-0.43461624651349595	0.43461624651491537	-0.4346162465081981	0.4346162465067782	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	4.04432043410452e-12	-8.739675649849232e-13	-4.04343225568482e-12	8.752998326144734e-13	4.04387634489467e-12	-8.757439218243235e-13	-4.04476452331437e-12	8.761880110341735e-13	4.0456527017340704e-12	-8.757439218243235e-13	-4.0465408801537706e-12	8.744116541947733e-13	4.0460967909439205e-12	-8.735234757750732e-13	-4.0456527017340704e-12	8.735234757750732e-13	-6.152542887297297e-12	-3.0466596514087836e-13	6.150984736592425e-12	3.0447848524768803e-13	-6.1513860041406155e-12	-3.0422487302487513e-13	6.1517298757749644e-12	3.031511600043079e-13	-6.1520402394503286e-12	-3.0347029831970486e-13	6.153394124528126e-12	3.04202476156258e-13	-6.1536048441524174e-12	-3.052398585141425e-13	6.152987453101025e-12	3.0520646713765924e-13	0.9048270524660195	0.4257792915650727
0.08	0.958906477252601	0.95890647725311	0.9589064772519743	0.9589064772514654	0.9589064772526011	0.9589064772531098	0.9589064772519743	0.9589064772514656	0.958906477252601	0.9589064772531098	0.9589064772519744	0.9589064772514654	0.9589064772526009	0.95890647725311	0.9589064772519744	0.9589064772514653	0.2837223429393725	-0.2837223429376525	0.2837223429414906	-0.2837223429432106	0.2837223429393721	-0.28372234293765297	0.2837223429414906	-0.2837223429432102	0.2837223429393725	-0.28372234293765297	0.28372234294149024	-0.2837223429432106	0.28372234293937293	-0.2837223429376525	0.28372234294149024	-0.283722342943211	-0.4567659285898412	0.45676592859121284	-0.45676592858482945	0.4567659285834589	-0.4567659285898428	0.45676592859121223	-0.45676592858482845	0.4567659285834603	-0.4567659285898431	0.45676592859121123	-0.45676592858483	0.45676592858346043	-0.4567659285898409	0.45676592859121173	-0.45676592858483067	0.4567659285834593	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	3.867572928584195e-12	-8.806289031326742e-13	-3.866684750164495e-12	8.819611707622244e-13	3.867128839374345e-12	-8.824052599720744e-13	-3.867572928584195e-12	8.828493491819245e-13	3.8684611070038954e-12	-8.824052599720744e-13	-3.8693492854235956e-12	8.810729923425242e-13	3.8689051962137455e-12	-8.801848139228241e-13	-3.8684611070038954e-12	8.801848139228241e-13	-6.3047934136257954e-12	-1.6382594698830042e-13	6.3032045710939565e-12	1.635852987499094e-13	-6.303632010470638e-12	-1.6331187512968834e-13	6.304022714362997e-12	1.622248492244617e-13	-6.30437930636196e-12	-1.6257526379268013e-13	6.305741834942611e-12	1.6336933084564435e-13	-6.305928480994858e-12	-1.644492019912559e-13	6.305280869959497e-12	1.6440725693518397e-13	0.8763066800438636	0.4817536741017153
0.09	0.9607028634325324	0.9607028634330355	0.9607028634319008	0.9607028634313979	0.9607028634325325	0.9607028634330353	0.9607028634319008	0.960702863431398	0.9607028634325325	0.9607028634330352	0.9607028634319009	0.9607028634313979	0.9607028634325323	0.9607028634330355	0.9607028634319009	0.9607028634313978	0.277578832392769	-0.2775788323910279	0.27757883239495507	-0.27757883239669573	0.27757883239276854	-0.27757883239102826	0.27757883239495507	-0.2775788323966953	0.27757883239276854	-0.2775788323910287	0.2775788323949546	-0.27757883239669573	0.27757883239276937	-0.2775788323910279	0.2775788323949546	-0.2775788323966962	-0.4782985839915894	0.4782985839929074	-0.478298583986866	0.47829858398554864	-0.47829858399159075	0.478298583992907	-0.47829858398686476	0.47829858398555003	-0.47829858399159125	0.4782985839929058	-0.4782985839868662	0.4782985839855503	-0.478298583991589	0.47829858399290653	-0.47829858398686687	0.4782985839855491	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	3.68594044175552e-12	-8.832934383917745e-13	-3.6850522633358196e-12	8.846257060213247e-13	3.68549635254567e-12	-8.850697952311748e-13	-3.68638453096537e-12	8.850697952311748e-13	3.68727270938507e-12	-8.850697952311748e-13	-3.68771679859492e-12	8.837375276016246e-13	3.68771679859492e-12	-8.828493491819245e-13	-3.68727270938507e-12	8.828493491819245e-13	-6.445930648756249e-12	-2.096169891880296e-14	6.4443133279325834e-12	2.066983325279309e-14	-6.444770235394772e-12	-2.037838632920853e-14	6.44520468697926e-12	1.9279804866767147e-14	-6.4456077186741794e-12	-1.9657425580095258e-14	6.446976231149669e-12	2.05128615402082e-14	-6.4471383874384435e-12	-2.1632212614022707e-14	6.446459695491005e-12	2.1583817103899805e-14	0.8443279255020151	0.5358267949789967
