   2.510000000000000E-01   5.567746167800000E+00   2.507083383500000E+01   1.342238295900000E-02   2.053772455800000E-04  -4.965140615500000E-03  -1.000000000000000E-02  -2.063772455800000E-04   5.303770817400000E-03   3.700000000000000E+01   2.015209102000000E-02   4.193215942800000E-01   0.000000000000000E+00
   2.511280654900000E-01   5.567764362800000E+00   2.501760420100000E+01   1.333456340300000E-02  -9.800015150400001E-07  -4.868757944300000E+01  -1.000000000000000E-02  -1.999848517900000E-08  -7.178543279500001E+01   6.200000000000000E+01   2.004356320300000E-02   4.194718146400000E-01   3.100000000000000E+01
   2.509532385300000E-01   5.567764362800000E+00   2.484409648300000E+01   1.314496843600000E-02  -9.999576512100000E-07  -5.981757526500000E+01  -1.100000133800000E-02  -4.234890216400000E-11  -7.159492825600000E+01   6.200000000000000E+01   1.980564006500000E-02   4.197928358300000E-01   3.100000000000000E+01
   2.508546841400000E-01   5.567764362800000E+00   2.474657448800000E+01   1.303857392100000E-02  -9.952808253800000E-07  -5.190702892600000E+01  -1.210000173500000E-02  -4.719174617800000E-09  -7.334513189200000E+01   6.200000000000000E+01   1.967181201200000E-02   4.199738003300000E-01   3.100000000000000E+01
   2.507068174500000E-01   5.567764362800000E+00   2.460069390700000E+01   1.287965522000000E-02  -9.919718311699999E-07  -5.071160110600000E+01  -1.815000260200000E-02  -8.028168828600000E-09  -7.251984365700000E+01   6.200000000000000E+01   1.947149062600000E-02   4.202452403300000E-01   3.100000000000000E+01
   2.504848374800000E-01   5.567764362800000E+00   2.438279429000000E+01   1.264281921400000E-02  -9.629188498300000E-07  -4.755230608400000E+01  -2.722500390300000E-02  -3.708115017200000E-08  -7.166975718000000E+01   6.200000000000000E+01   1.917198954900000E-02   4.206524054900000E-01   3.100000000000000E+01
   2.501511359200000E-01   5.567764362800000E+00   2.405807984100000E+01   1.229113676400000E-02  -9.999512169099999E-07  -5.987055778100000E+01  -4.083750585400000E-02  -4.878308868100000E-11  -7.090696842200001E+01   6.200000000000000E+01   1.872507503800000E-02   4.212632139800000E-01   3.100000000000000E+01
   2.497824752100000E-01   5.567764362800000E+00   2.370397114200000E+01   1.190942483600000E-02  -9.998582518300000E-07  -5.809606590900000E+01  -4.492125741300000E-02  -1.417481687700000E-10  -7.134808256399999E+01   6.200000000000000E+01   1.823695509200000E-02   4.219352579700000E-01   3.100000000000000E+01
   2.493742067200000E-01   5.567764362800000E+00   2.331833646800000E+01   1.149601789700000E-02  -9.997409579900000E-07  -5.691622079700000E+01  -4.941338422500000E-02  -2.590420101000000E-10  -7.284372939700000E+01   6.200000000000000E+01   1.770459153400000E-02   4.226747957800000E-01   3.100000000000000E+01
   2.489207093600000E-01   5.567764362800000E+00   2.289902639300000E+01   1.104941326200000E-02  -9.995294745999999E-07  -5.578016309600000E+01  -5.435472382600000E-02  -4.705253965300000E-10  -7.250302372900001E+01   6.200000000000000E+01   1.712495582300000E-02   4.234887974500000E-01   3.100000000000000E+01
   2.484151146200000E-01   5.567764362800000E+00   2.244392566200000E+01   1.056837323200000E-02  -9.991358556900001E-07  -5.461802982400000E+01  -5.979019750500000E-02  -8.641443120400000E-10  -7.184442244400000E+01   6.200000000000000E+01   1.649513168800000E-02   4.243850304700000E-01   3.100000000000000E+01
   2.478489328500000E-01   5.567764362800000E+00   2.195101197100000E+01   1.005204418300000E-02  -9.984133879300000E-07  -5.342663315000000E+01  -6.576921868000001E-02  -1.586612065200000E-09  -7.229252165200000E+01   6.200000000000000E+01   1.581244202400000E-02   4.253721746100000E-01   3.100000000000000E+01
