0.000000000000000000e+00 1.727467875484627602e-08 2.866674131407620507e-08 -8.356755620830824682e-09 1.914030720584491974e-07
3.926990816987241395e-01 2.864762647715490720e-08 2.750300687193174554e-08 -3.316924601648452153e-08 -2.704780689422037199e-07
7.853981633974482790e-01 3.510731766326505623e-08 4.502897804625760614e-09 -4.603756686982762858e-08 2.231181501499701625e-07
1.178097245096172418e+00 3.498445208981892634e-08 -4.088169039406785998e-09 -3.351297406251063649e-08 -2.396895527612130650e-07
1.570796326794896558e+00 2.865867339816904615e-08 -3.087286357117413615e-08 -6.981508227088539797e-08 1.892656377178170146e-07
1.963495408493620697e+00 1.319240458208605541e-08 -4.440648387893375570e-08 -2.327275153146679543e-08 -1.138343116435791558e-07
2.356194490192344837e+00 -7.372134179404485242e-09 -6.218533127322345422e-08 -4.435786753881343358e-08 1.800287687814261517e-07
2.748893571891068976e+00 -3.297709296045768758e-08 -6.339429958757136774e-08 2.178538233144067249e-08 -2.352913675007783922e-08
3.141592653589793116e+00 -5.685910848889573189e-08 -5.923785845185491894e-08 1.384916153979176556e-08 1.582220023332858716e-07
3.534291735288517255e+00 -7.694372723575152334e-08 -3.799116768399279920e-08 8.435281723118137620e-08 3.924767182084121231e-08
3.926990816987241395e+00 -8.534294919819885290e-08 -4.247021491432523277e-09 9.865342975867719133e-08 1.762517846393141241e-07
4.319689898685965090e+00 -7.739030239828828927e-08 4.883283132028903850e-08 1.539339749001555901e-07 -6.343588709878389409e-08
4.712388980384689674e+00 -4.772976977820375842e-08 9.845799193997084586e-08 1.041771393872625850e-07 -3.060436570834212944e-09
5.105088062083414258e+00 -3.766119110448854860e-10 1.447166125267962400e-07 1.273654592973127997e-07 -5.799295843544882700e-08
5.497787143782137953e+00 6.463077713643427346e-08 1.802963983110750235e-07 3.965613815798407771e-08 -2.697974150756010658e-07
5.890486225480861648e+00 1.360876273342562915e-07 1.781573711889805622e-07 -4.540538997566123669e-08 -1.961933637495416605e-07
6.283185307179586232e+00 2.004557470850379395e-07 1.439006885595173202e-07 -1.346140247743266016e-07 -2.865592165571251293e-07
6.675884388878310816e+00 2.431804274609437873e-07 6.401161029012669701e-08 -2.793100964404438002e-07 -3.697449213399539580e-07
