0.000000000000000000e+00 -2.448459455962726349e-08 1.724380946874634946e+00 3.049230213093890876e-08 -2.147484678716166329e+00
1.963495408493620697e-01 3.358804820086739862e-01 1.683201697041832645e+00 -4.171970216500993089e-01 -2.078071114724503676e+00
3.926990816987241395e-01 6.557693262612818152e-01 1.562446013077645635e+00 -8.050487044742987708e-01 -1.840112276654740420e+00
5.890486225480862092e-01 9.448348025785935356e-01 1.371416095995842799e+00 -1.126317561948277257e+00 -1.399546893430286820e+00
7.853981633974482790e-01 1.190810725084233912e+00 1.126909848378640389e+00 -1.345000032453842032e+00 -8.158056949297727289e-01
9.817477042468103487e-01 1.385309410362574933e+00 8.508662493361283108e-01 -1.448444927573340202e+00 -2.595689384970630287e-01
1.178097245096172418e+00 1.524262425348597683e+00 5.641132264639031613e-01 -1.461104112311774950e+00 8.419859216038415306e-02
1.374446785945534488e+00 1.607011153116433499e+00 2.796578049285773360e-01 -1.434510865021822124e+00 1.415049281112633894e-01
1.570796326794896558e+00 1.634414870902225481e+00 2.014568827651408795e-08 -1.418806141510436936e+00 1.292997290460449784e-08
1.767145867644258628e+00 1.607011161058180759e+00 -2.796577641911885959e-01 -1.434510861003103432e+00 -1.415049181189983740e-01
1.963495408493620697e+00 1.524262441368344545e+00 -5.641131849712679447e-01 -1.461104109920490446e+00 -8.419862098126600081e-02
2.159844949342982545e+00 1.385309434525576533e+00 -8.508662082029603280e-01 -1.448444934944476126e+00 2.595688697921072485e-01
2.356194490192344837e+00 1.190810757086369076e+00 -1.126909810183077898e+00 -1.345000055620966029e+00 8.158056075401517448e-01
2.552544031041707129e+00 9.448348415242682208e-01 -1.371416064010410274e+00 -1.126317601692613746e+00 1.399546816352095657e+00
2.748893571891068976e+00 6.557693706318750149e-01 -1.562445990215623137e+00 -8.050487567299524638e-01 1.840112227669312484e+00
2.945243112740430824e+00 3.358805298085330016e-01 -1.683201685194057218e+00 -4.171970806633853446e-01 2.078071093767160260e+00
3.141592653589793116e+00 2.448470967939416231e-08 -1.724380946874479958e+00 -3.049234668453648281e-08 2.147484678715439799e+00
3.337942194439155408e+00 -3.358804820085303233e-01 -1.683201697041701639e+00 4.171970216499116813e-01 2.078071114724101331e+00
3.534291735288517255e+00 -6.557693262611165030e-01 -1.562446013077559037e+00 8.050487044740187725e-01 1.840112276653906420e+00
3.730641276137879103e+00 -9.448348025784174542e-01 -1.371416095995821927e+00 1.126317561947938861e+00 1.399546893430898775e+00
3.926990816987241395e+00 -1.190810725084059607e+00 -1.126909848378678136e+00 1.345000032453522287e+00 8.158056949288392534e-01
4.123340357836603687e+00 -1.385309410362415061e+00 -8.508662493362371126e-01 1.448444927573051544e+00 2.595689384991398119e-01
4.319689898685965090e+00 -1.524262425348462235e+00 -5.641132264640357219e-01 1.461104112311678582e+00 -8.419859216210225095e-02
4.516039439535327382e+00 -1.607011153116328472e+00 -2.796578049287624101e-01 1.434510865021545456e+00 -1.415049281085170862e-01
4.712388980384689674e+00 -1.634414870902156869e+00 -2.014584603139848673e-08 1.418806141510935648e+00 -1.292881074895948080e-08
4.908738521234051966e+00 -1.607011161058135018e+00 2.796577641910964473e-01 1.434510861003160276e+00 1.415049181169794890e-01
5.105088062083414258e+00 -1.524262441368315901e+00 5.641131849711951141e-01 1.461104109920780880e+00 8.419862098330783973e-02
5.301437602932775661e+00 -1.385309434525555661e+00 8.508662082029510021e-01 1.448444934944704832e+00 -2.595688697934115385e-01
5.497787143782137953e+00 -1.190810757086346205e+00 1.126909810183110316e+00 1.345000055621252022e+00 -8.158056075391134643e-01
5.694136684631500245e+00 -9.448348415242330267e-01 1.371416064010501756e+00 1.126317601692851778e+00 -1.399546816353117951e+00
5.890486225480861648e+00 -6.557693706318181714e-01 1.562445990215750147e+00 8.050487567301169989e-01 -1.840112227669342237e+00
6.086835766330223940e+00 -3.358805298084484026e-01 1.683201685194209540e+00 4.171970806634546225e-01 -2.078071093767846822e+00
6.283185307179586232e+00 -2.448459455962726349e-08 1.724380946874634946e+00 3.049230213093890876e-08 -2.147484678716166329e+00
