0.000000000000000000e+00 -4.790953862526002997e-08 4.471968506614132366e-08 7.315251582262760621e-08 -3.835057715839695902e-08
3.926990816987241395e-01 -2.516833259659226164e-08 6.978679145674959727e-08 5.327967200763339406e-08 -5.851251527744238956e-08
7.853981633974482790e-01 5.679951643163782913e-09 8.537374995842839098e-08 2.335738796821473784e-08 -9.710818493768869075e-08
1.178097245096172418e+00 4.000680477695426455e-08 8.695060538244092641e-08 -1.466087440338270653e-08 -9.220815377908309074e-08
1.570796326794896558e+00 7.200455535856708803e-08 7.310888550104976957e-08 -5.903503685900091114e-08 -1.334760640903098761e-07
1.963495408493620697e+00 9.490570842026368432e-08 4.071156295415434556e-08 -1.018489128590260862e-07 -8.038359239348480401e-08
2.356194490192344837e+00 1.021772285540119533e-07 -6.133809127284450824e-09 -1.392436509428662816e-07 -1.063907197930424875e-07
2.748893571891068976e+00 8.821407615586135081e-08 -6.618883961750920975e-08 -1.575252122076875594e-07 1.765155394073403272e-08
3.141592653589793116e+00 5.027729348176265280e-08 -1.266463107718607262e-07 -1.517142216855837944e-07 1.434772056718713884e-08
3.534291735288517255e+00 -1.061232852647779316e-08 -1.807972223044629345e-07 -1.108752152867431562e-07 1.963326012877075755e-07
3.926990816987241395e+00 -8.813367434854735654e-08 -2.090337513638296230e-07 -3.489074889076460018e-08 1.876829436309179755e-07
4.319689898685965090e+00 -1.706037282212649934e-07 -2.037799793908057211e-07 7.499724202775226445e-08 3.673740422427407282e-07
4.712388980384689674e+00 -2.412689371822539595e-07 -1.477475501387992551e-07 2.024516364551587344e-07 2.722453638637212237e-07
5.105088062083414258e+00 -2.807106262138088751e-07 -4.472941775301997325e-08 3.303072548810348508e-07 3.669078965998218145e-07
5.497787143782137953e+00 -2.696232961303596875e-07 1.074719188226547217e-07 4.255954828558117242e-07 1.038465496927543086e-07
5.890486225480861648e+00 -1.936959383992346095e-07 2.815081613302683472e-07 4.600698536028069441e-07 6.004941149884146512e-08
6.283185307179586232e+00 -4.801617914453960673e-08 4.566077525802736403e-07 4.012435403655256749e-07 -3.689346971813556308e-07
6.675884388878310816e+00 1.581256617085710757e-07 5.823175309727091076e-07 2.340461412522754081e-07 -4.817281459290612133e-07
7.068583470577034511e+00 3.989167891837920943e-07 6.257324873804037679e-07 -4.506104265417087973e-08 -9.308222598258808489e-07
7.461282552275758206e+00 6.316507002399971701e-07 5.357518822468598785e-07 -4.080178321319571921e-07 -8.932551450735459753e-07
7.853981633974482790e+00 8.010267738321886556e-07 3.008321257796930936e-07 -8.046920375592847563e-07 -1.095723865897346716e-06
8.246680715673207374e+00 8.468842546032515147e-07 -9.029622707878992571e-08 -1.154596687952258449e-06 -6.429287843986997153e-07
8.639379797371930181e+00 7.164958995495952002e-07 -5.876301944769245916e-07 -1.364889743366015651e-06 -3.885464862490861648e-07
9.032078879070654764e+00 3.786857982888701729e-07 -1.131081363431318820e-06 -1.336879833266357842e-06 5.663826139201688648e-07
9.424777960769379348e+00 -1.612480635460155225e-07 -1.596619377826347108e-06 -9.978611836061745954e-07 1.171962646123736462e-06
9.817477042468103932e+00 -8.506130072116079087e-07 -1.869544831681335673e-06 -3.147106051556210898e-07 2.294806721217512724e-06
1.021017612416682852e+01 -1.584517388503711440e-06 -1.803360363872297256e-06 6.738941109828144871e-07 2.688085460701705731e-06
1.060287520586555132e+01 -2.212016838465144803e-06 -1.315128558825040539e-06 1.852212880834591680e-06 3.227480495790469028e-06
1.099557428756427591e+01 -2.554039180794828463e-06 -3.504273504602306577e-07 3.014179949044348827e-06 2.574618789558200810e-06
