0.000000000000000000e+00 9.999999999746815860e-01 9.999999949853427550e-01 9.999979779190235618e-01 9.964455969922105805e-01 -9.917685389383126271e-01 -9.824592693353746409e-01 -9.998070638820280021e-01 2.993959594434937310e-01 9.365940303050023230e-01 9.998809664017263010e-01 9.999969013368564807e-01 9.999999426958563475e-01 9.999999990053654031e-01 9.999999999888514735e-01 9.999999999992470467e-01 -7.115953829679341861e-06 -1.001464650087984480e-04 -2.011009165559139982e-03 -8.423878106215192119e-02 1.280436065259198952e-01 -1.864773018278679528e-01 1.964268341134716225e-02 -9.541289532704213538e-01 3.504163557784259475e-01 -1.542896715758657229e-02 2.489441038718417584e-03 -3.385384526788910524e-04 4.460122427949551053e-05 -4.721982071114399141e-06 1.227195816521889339e-06 5.067913847297769170e-01 5.067899501684912655e-01 5.067696709172704317e-01 5.065022804943223322e-01 4.957835227072907580e-01 -4.676858450940793999e-01 -7.400975887046396147e-03 -4.991511691945405005e-01 -4.200683218607944580e-01 6.501128356088568816e-02 3.938128992598470823e-01 5.168514766151259821e-01 5.057998276184396680e-01 5.068819306037262162e-01 5.067841947945271874e-01 5.067920320976022630e-01 -8.620687283295197512e-01 -8.620695716751740623e-01 -8.620814930378690732e-01 -8.622386211798047650e-01 -8.684461403057470719e-01 -8.838947620042992837e-01 9.999726124029194585e-01 8.665149221402498325e-01 9.074924820454746133e-01 -9.978845288958868576e-01 -9.191906224372361489e-01 -8.560750849783935745e-01 -8.626508762999993696e-01 -8.620154919880728128e-01 -8.620729550951373721e-01 -8.620683477557813390e-01
1.000000000000000056e-01 9.999999999731812306e-01 9.999999946738465928e-01 9.999976424856849011e-01 9.963886713560021757e-01 -9.961180587507120210e-01 -9.835141212299560731e-01 -9.997832764848552101e-01 3.361445229468633666e-01 9.389719936980746029e-01 9.998687292639352187e-01 9.999967676237259129e-01 9.999999418784134564e-01 9.999999990113089821e-01 9.999999999892156266e-01 9.999999999992456035e-01 -7.323760454470727538e-06 -1.032100131032657965e-04 -2.171410387805621737e-03 -8.490945526512803931e-02 8.802734251761203110e-02 -1.808313394886715553e-01 2.081826268466100208e-02 -9.418104160035742911e-01 3.439935973977756856e-01 -1.620259979520315488e-02 2.542585711430548137e-03 -3.409445259498749409e-04 4.446776385247373819e-05 -4.644220583199756795e-06 1.228309018496933322e-06 5.067914026231855606e-01 5.067899144622314278e-01 5.067691034021309937e-01 5.064866723475641708e-01 4.951067154843456497e-01 -5.051933779725829021e-01 -1.478824195813580912e-02 -5.013241912179136062e-01 -4.039529694471994392e-01 4.764683951318524069e-02 3.990870157568306431e-01 5.163550717196920825e-01 5.058605137107989869e-01 5.068749575619710956e-01 5.067849858614952296e-01 5.067919604662080024e-01 -8.620687178103751958e-01 -8.620695926660237873e-01 -8.620818266481438119e-01 -8.622477896372313655e-01 -8.688321703771696436e-01 -8.630061708079792560e-01 9.998906479709607220e-01 8.652595306032201394e-01 9.147797540800681748e-01 -9.988642443717788977e-01 -9.169130568676111537e-01 -8.563745908826064790e-01 -8.626152912325670830e-01 -8.620195922347414497e-01 -8.620724900525269518e-01 -8.620683898663825673e-01
2.000000000000000111e-01 9.999999999715992738e-01 9.999999943284538784e-01 9.999972623116373249e-01 9.963821816870112036e-01 -9.988057363305750114e-01 -9.845302419187281773e-01 -9.997539321223937181e-01 3.720889675712960032e-01 9.412730586076564210e-01 9.998570699848779997e-01 9.999966510716014056e-01 9.999999413321745134e-01 9.999999990208028322e-01 9.999999999896107550e-01 9.999999999992446043e-01 -7.536677746262359710e-06 -1.065039540531414135e-04 -2.339950689759304290e-03 -8.498557534447709338e-02 4.885796836891416473e-02 -1.752147332488069309e-01 2.218276821796860004e-02 -9.281970697064966247e-01 3.376463077532276813e-01 -1.690679157187088485e-02 2.588019625478500587e-03 -3.425429135200973372e-04 4.425374857074355699e-05 -4.558333839705698384e-06 1.229152490899966416e-06 5.067914203851837662e-01 5.067898778991509756e-01 5.067685155219727733e-01 5.064696951494771504e-01 4.944431725633214314e-01 -5.415352349646656016e-01 -2.233900392012101027e-02 -5.033740642960045086e-01 -3.866226593974148584e-01 3.193455795180112633e-02 4.042646872959960169e-01 5.158629669465246703e-01 5.059201213407086284e-01 5.068681566504010805e-01 5.067857527966770359e-01 5.067918924561762850e-01 -8.620687073684834001e-01 -8.620696141605755924e-01 -8.620821722293392497e-01 -8.622577618642790487e-01 -8.692099568605490267e-01 -8.406780532949367224e-01 9.997504533151544415e-01 8.640686034072305732e-01 9.222379949017881495e-01 -9.994899619347975550e-01 -9.146420406943202019e-01 -8.566711150337268377e-01 -8.625803329676620113e-01 -8.620235911933178397e-01 -8.620720391952783057e-01 -8.620684298480529861e-01
3.000000000000000444e-01 9.999999999699302755e-01 9.999999939446718722e-01 9.999968346610289549e-01 9.964304308867191207e-01 -9.999427714052370186e-01 -9.855075457220097146e-01 -9.997181757212432185e-01 4.072934425890357146e-01 9.435005763930639500e-01 9.998461026686384923e-01 9.999965519907576539e-01 9.999999410486917206e-01 9.999999990336012612e-01 9.999999999900326397e-01 9.999999999992438271e-01 -7.754963198192118070e-06 -1.100484265904880596e-04 -2.516081859323904876e-03 -8.441798625238178255e-02 1.069831362476964844e-02 -1.696315929447721194e-01 2.373961104545527223e-02 -9.132973511534848710e-01 3.313708833708177703e-01 -1.754340270114365663e-02 2.626024865837161323e-03 -3.433694993006030315e-04 4.396359205887534092e-05 -4.464820438239856683e-06 1.229802559787574761e-06 5.067914380320484025e-01 5.067898404632543707e-01 5.067679052148509333e-01 5.064513006860291711e-01 4.937998701088711084e-01 -5.766048446855599474e-01 -3.001277618997326771e-02 -5.053004223638046799e-01 -3.680372942756593435e-01 1.780250836512700663e-02 4.093428013848156577e-01 5.153759567608755532e-01 5.059785830080376634e-01 5.068615333003809731e-01 5.067864952838102566e-01 5.067918280881789084e-01 -8.620686969942757960e-01 -8.620696361682327336e-01 -8.620825309934958547e-01 -8.622685660705887711e-01 -8.695755793951793766e-01 -8.170231655743558363e-01 9.995495151643917220e-01 8.629434994012995519e-01 9.298110292001551258e-01 -9.998415227904418057e-01 -9.123806612124302218e-01 -8.569641901461297895e-01 -8.625460414013725874e-01 -8.620274856757103032e-01 -8.620716027093993095e-01 -8.620684676886412046e-01
4.000000000000000222e-01 9.999999999681685736e-01 9.999999935174893606e-01 9.999963573469892175e-01 9.965363466617533916e-01 -9.996538755326711545e-01 -9.864460136979171789e-01 -9.996750564651640802e-01 4.418145000883711426e-01 9.456580303708755908e-01 9.998359218783020586e-01 9.999964704764038315e-01 9.999999410176334536e-01 9.999999990494483626e-01 9.999999999904770620e-01 9.999999999992431610e-01 -7.978907205079259992e-06 -1.138640467117484349e-04 -2.699128146760193699e-03 -8.315834162635606097e-02 -2.630834720218511863e-02 -1.640861421921080143e-01 2.549081170482943651e-02 -8.971064304259905864e-01 3.251628662610110410e-01 -1.811434022441637051e-02 2.656884403721793825e-03 -3.434599388182517691e-04 4.360164379008809829e-05 -4.364167662793152630e-06 1.230333871670952631e-06 5.067914555806920518e-01 5.067898021363520522e-01 5.067672702451900824e-01 5.064314472974228432e-01 4.931841569604167863e-01 -6.103175625455994346e-01 -3.777221959488003683e-02 -5.071030103860363347e-01 -3.481564733828018121e-01 5.180333468744091792e-03 4.143185782880583479e-01 5.148947907492047449e-01 5.060358368987509792e-01 5.068550923145693776e-01 5.067872130735942005e-01 5.067917673760722330e-01 -8.620686866778095592e-01 -8.620696586996883237e-01 -8.620829042547117904e-01 -8.622802266016759143e-01 -8.699249320046201772e-01 -7.921568486407211118e-01 9.992863750831770808e-01 8.618854546036959219e-01 9.374364352006222534e-01 -9.999865819825547453e-01 -9.101319221329191578e-01 -8.572533782140101533e-01 -8.625124531125221150e-01 -8.620312728635715072e-01 -8.620711807415322170e-01 -8.620685033800024044e-01
5.000000000000000000e-01 9.999999999663075068e-01 9.999999930413345783e-01 9.999958288782135885e-01 9.967011751938374964e-01 -9.980737829734189770e-01 -9.873457006971246841e-01 -9.996235380957081418e-01 4.757003088904157573e-01 9.477489706523224422e-01 9.998266038090749541e-01 9.999964064294856181e-01 9.999999412270592636e-01 9.999999990680811246e-01 9.999999999909395809e-01 9.999999999992424948e-01 -8.208834842889878463e-06 -1.179717369272084639e-04 -2.888291220510546316e-03 -8.115890195920139050e-02 -6.203808299043949565e-02 -1.585826828972942970e-01 2.743687454901386560e-02 -8.796074215930440587e-01 3.190170663576843424e-01 -1.862155513406564544e-02 2.680881965872151333e-03 -3.428496433667047429e-04 4.317218838769726661e-05 -4.256851474858014522e-06 1.230819452579767771e-06 5.067914730486745567e-01 5.067897628977990898e-01 5.067666082086322854e-01 5.064101011265893515e-01 4.926037192390416708e-01 -6.426089103034154926e-01 -4.558309917115933169e-02 -5.087816892483364439e-01 -3.269402338896769122e-01 -6.000731139853789607e-03 4.191895590784722181e-01 5.144201737105887906e-01 5.060918267396895542e-01 5.068488378837089359e-01 5.067879059817735898e-01 5.067917103271529777e-01 -8.620686764087619469e-01 -8.620696817670787659e-01 -8.620832934262898650e-01 -8.622927632057210134e-01 -8.702537421877962753e-01 -7.661943541939322255e-01 9.989605503071441461e-01 8.608955759472859404e-01 9.450450166336856750e-01 -9.999819954508116782e-01 -9.078987353001413130e-01 -8.575382702128038215e-01 -8.624796014441640235e-01 -8.620349502983818413e-01 -8.620707734000782052e-01 -8.620685369178480162e-01
6.000000000000000888e-01 9.999999999643400805e-01 9.999999925101021869e-01 9.999952484992118418e-01 9.969241724551057837e-01 -9.953432121092073981e-01 -9.882067675627916881e-01 -9.995625263523307824e-01 5.089840507570060346e-01 9.497767007415764962e-01 9.998182077284588631e-01 9.999963595736192090e-01 9.999999416636531357e-01 9.999999990892319834e-01 9.999999999914164217e-01 9.999999999992419397e-01 -8.445111172938427079e-06 -1.223919748509427687e-04 -3.082690221160614905e-03 -7.837215305644217034e-02 -9.639445060855600378e-02 -1.531253883035030294e-01 2.957627278995707612e-02 -8.607759499864000574e-01 3.129284562459059837e-01 -1.906702637152166493e-02 2.698303079512600049e-03 -3.415738432981008012e-04 4.267945652484044861e-05 -4.143337828820616741e-06 1.231331125506018654e-06 5.067914904543333598e-01 5.067897227234897661e-01 5.067659165662949938e-01 5.063872408559481064e-01 4.920665178750238677e-01 -6.734403909986147463e-01 -5.341452924972530519e-02 -5.103364590489126718e-01 -3.043517065974045144e-01 -1.580591017012703339e-02 4.239535854129704573e-01 5.139527611384571149e-01 5.061465012506809469e-01 5.068427736396171612e-01 5.067885738839609244e-01 5.067916569428507767e-01 -8.620686661763523606e-01 -8.620697053845751689e-01 -8.620837000005990847e-01 -8.623061882523516131e-01 -8.705576040598053122e-01 -7.392415300641819176e-01 9.985724250473924091e-01 8.599748243788405411e-01 9.525597297236785277e-01 -9.998750787991936839e-01 -9.056839169464626638e-01 -8.578184885616281230e-01 -8.624475168215712806e-01 -8.620385158502488210e-01 -8.620703807582423828e-01 -8.620685683013387113e-01
7.000000000000000666e-01 9.999999999622581903e-01 9.999999919170168283e-01 9.999946164239695845e-01 9.972021930184725713e-01 -9.916047582227430768e-01 -9.890294634066864043e-01 -9.994908775114523802e-01 5.416876058671985517e-01 9.517444177125224947e-01 9.998107770504102154e-01 9.999963294747263864e-01 9.999999423129644072e-01 9.999999991126318211e-01 9.999999999919033655e-01 9.999999999992411626e-01 -8.688133006697405810e-06 -1.271454530169957727e-04 -3.281329468073742456e-03 -7.475149656795458675e-02 -1.293058524198156534e-01 -1.477183824494499309e-01 3.190588929001857144e-02 -8.405798817779679410e-01 3.068917779169904603e-01 -1.945276571223234982e-02 2.709434825641510169e-03 -3.396675844899697556e-04 4.212762003860805415e-05 -4.024081882814353850e-06 1.231939181333928921e-06 5.067915078167138931e-01 5.067896815869322724e-01 5.067651926311618205e-01 5.063628515216668236e-01 4.915809333378886592e-01 -7.027941107893590500e-01 -6.123953882644637275e-02 -5.117674587086888938e-01 -2.803548644670234569e-01 -2.429648961931817064e-02 4.286088085011874882e-01 5.134931578899780691e-01 5.061998147551598493e-01 5.068369025889244428e-01 5.067892167227068256e-01 5.067916072178232367e-01 -8.620686559693848672e-01 -8.620697295677512972e-01 -8.620841255570720341e-01 -8.623205103665610993e-01 -8.708318930647006573e-01 -7.113933074184730643e-01 9.981230980617191717e-01 8.591240121233083560e-01 9.598964266886698127e-01 -9.997047967236020183e-01 -9.034901711004897917e-01 -8.580936876589747575e-01 -8.624162263906227643e-01 -8.620419677568286199e-01 -8.620700028498760048e-01 -8.620685975336159768e-01
8.000000000000000444e-01 9.999999999600530654e-01 9.999999912546821967e-01 9.999939340487086215e-01 9.975294464007307127e-01 -9.870003245624862087e-01 -9.898141442439939430e-01 -9.994074479646135600e-01 5.738161474141467711e-01 9.536551436851731234e-01 9.998043407822763129e-01 9.999963155704867379e-01 9.999999431597577093e-01 9.999999991380132958e-01 9.999999999923968597e-01 9.999999999992401634e-01 -8.938341575218440666e-06 -1.322521665855739149e-04 -3.483082799338600277e-03 -7.024958052153551513e-02 -1.607182606723548124e-01 -1.423655852182326709e-01 3.442024045323193587e-02 -8.189841445148899890e-01 3.009017562640867727e-01 -1.978080263583803511e-02 2.714561742080975112e-03 -3.371653621240617497e-04 4.152075803182587630e-05 -3.899524879881319819e-06 1.232712396603517898e-06 5.067915251555117351e-01 5.067896394576623109e-01 5.067644335761408714e-01 5.063369313571445263e-01 4.911554272040434821e-01 -7.306666633838240221e-01 -6.903450663343148330e-02 -5.130750259141753089e-01 -2.549214200633960203e-01 -3.153116789239061857e-02 4.331536184461598493e-01 5.130419278228181001e-01 5.062517263124082234e-01 5.068312272377473171e-01 5.067898344914814057e-01 5.067915611421629496e-01 -8.620686457762806176e-01 -8.620697543345159364e-01 -8.620845717574656675e-01 -8.623357304112072574e-01 -8.710719524402180669e-01 -6.827343751559237228e-01 9.976142725993242255e-01 8.583437643410525286e-01 9.669617725602505098e-01 -9.995027691063901321e-01 -9.013201111852539027e-01 -8.583635478606056468e-01 -8.623857545238711175e-01 -8.620453045499865130e-01 -8.620696396788932736e-01 -8.620686246205051528e-01
9.000000000000000222e-01 9.999999999577147136e-01 9.999999905150462887e-01 9.999932041171181174e-01 9.978970968588589674e-01 -9.816687095039278166e-01 -9.905612684923318367e-01 -9.993111355556385522e-01 6.053579992519748654e-01 9.555117106794550619e-01 9.997989147217974937e-01 9.999963171887580327e-01 9.999999441882282403e-01 9.999999991651135067e-01 9.999999999928932404e-01 9.999999999992389421e-01 -9.196224065680932842e-06 -1.377312863996827373e-04 -3.686694939867752978e-03 -6.481808451860474052e-02 -1.905952380855642503e-01 -1.370706874676801690e-01 3.711137769606808606e-02 -7.959533232179171192e-01 2.949531670527057448e-01 -2.005318231892253000e-02 2.713965534216309684e-03 -3.341010930294407099e-04 4.086285466193502388e-05 -3.770093970336624929e-06 1.233718062820485899e-06 5.067915424910764965e-01 5.067895963010358162e-01 5.067636364365060153e-01 5.063094927560688463e-01 4.907985039468132360e-01 -7.570677005351695854e-01 -7.677910247007743716e-02 -5.142597019117305379e-01 -2.280318890455188541e-01 -3.756607546956266391e-02 4.375866342160537603e-01 5.125995943758145934e-01 5.063021996026135785e-01 5.068257496062976708e-01 5.067904272329081250e-01 5.067915187016377443e-01 -8.620686355850765148e-01 -8.620697797052354616e-01 -8.620850403444249022e-01 -8.623518409240467086e-01 -8.712731078849902389e-01 -6.533364346233806463e-01 9.970481279376083306e-01 8.576345136418298543e-01 9.736536640809874132e-01 -9.992941458718824776e-01 -8.991762549998001397e-01 -8.586277749093319533e-01 -8.623561228851774896e-01 -8.620485250471776606e-01 -8.620692912203092861e-01 -8.620686495703735464e-01
