0.000000000000000000e+00 9.997573623535024323e-01 8.367658179815081754e-01 -8.755847997957066919e-01 9.996963052630406521e-01 9.999999124903176106e-01 9.999999999364864722e-01 9.999999806498887089e-01 9.999999778982329168e-01 9.999999776829384679e-01 9.999999776680303931e-01 9.999999776092883819e-01 9.999999780167628805e-01 9.999999749962222850e-01 9.999999905316309112e-01 9.999998515194888915e-01 2.202762855977951489e-02 5.475609243342128840e-01 -4.830644453555986706e-01 2.464340162042426979e-02 4.183531488000422180e-04 -1.127063122584046273e-05 -1.967237206271773902e-04 -2.102463639821916693e-04 -2.112678926766753179e-04 -2.113384460551273928e-04 -2.116162157565955337e-04 -2.096818394524115276e-04 -2.236236904056577166e-04 -1.376108207882279714e-04 -5.449412814762337725e-04 5.254331076799600986e-01 2.956187164186411254e-01 9.360388936100357826e-01 -9.097170117241468734e-01 5.030144419021016500e-01 5.071695818150597779e-01 5.066624224241838004e-01 5.066126171476160733e-01 5.066090740421599348e-01 5.066087892365994660e-01 5.066087457999818300e-01 5.066085996753314502e-01 5.066107994525023139e-01 5.065838927969238403e-01 5.068592862429556201e-01 -8.508349131022888701e-01 -9.553060109216287010e-01 -3.518965610080610484e-01 -4.152288026855655567e-01 -8.642780057585158771e-01 -8.618462828611245241e-01 -8.621445294747615007e-01 -8.621737969498046716e-01 -8.621758788658757666e-01 -8.621760462157521676e-01 -8.621760717388121664e-01 -8.621761576006377048e-01 -8.621748650233874711e-01 -8.621906747110611446e-01 -8.620288069138302145e-01
1.000000000000000056e-01 9.998293461290436168e-01 8.375370776865843636e-01 -8.421787524774175804e-01 9.993500857382235925e-01 9.999999993517113550e-01 9.999999440121125627e-01 9.999998632500349816e-01 9.999998558675602389e-01 9.999998553035239768e-01 9.999998552639586258e-01 9.999998551170606875e-01 9.999998561469460867e-01 9.999998485356355049e-01 9.999998932364609905e-01 9.999995935555897608e-01 1.847372780922109867e-02 5.463804933379451390e-01 -5.391984318185472080e-01 3.604727638816956903e-02 3.600801570845670963e-05 -3.346278109261609582e-04 -5.229721897278639736e-04 -5.369030253608966840e-04 -5.379525360475680574e-04 -5.380260791085577461e-04 -5.382990411695084531e-04 -5.363824076278865928e-04 -5.503895948296366964e-04 -4.620898902601475026e-04 -9.016033802168827794e-04 5.248321217437746933e-01 3.007903715481025086e-01 9.199888431754025264e-01 -9.244087460789255362e-01 5.032648688749887800e-01 5.068824645366214465e-01 5.063822165552311905e-01 5.063310407090094722e-01 5.063273933394201176e-01 5.063271012379607638e-01 5.063270550624736632e-01 5.063269299619027608e-01 5.063289433038830056e-01 5.063035509306705872e-01 5.065676926398605673e-01 -8.512057589008239500e-01 -9.536902811625765919e-01 -3.919445476502826931e-01 -3.814032907209751189e-01 -8.641322073364934298e-01 -8.620151780248888063e-01 -8.623091387412120667e-01 -8.623391891909653051e-01 -8.623413307699615560e-01 -8.623415022785136941e-01 -8.623415293906253609e-01 -8.623416028438813941e-01 -8.623404206998377397e-01 -8.623553294988057782e-01 -8.622001929792916242e-01
2.000000000000000111e-01 9.998866915353263884e-01 8.387419173640509040e-01 -8.061972247346961273e-01 9.988281019443089326e-01 9.999999485496311458e-01 9.999997934139649436e-01 9.999996523414603766e-01 9.999996402735334966e-01 9.999996393582930576e-01 9.999996392932315459e-01 9.999996390656201717e-01 9.999996406748689060e-01 9.999996286702891313e-01 9.999997024319193795e-01 9.999992300434660253e-01 1.505337472260100638e-02 5.445291507866916181e-01 -5.916468835632229251e-01 4.839858227602460150e-02 -3.207814444551784078e-04 -6.427845887067401261e-04 -8.338566773016268998e-04 -8.482056376292846462e-04 -8.492839830446438903e-04 -8.493605869899575759e-04 -8.496285243739271510e-04 -8.477323475715465434e-04 -8.617768179204253693e-04 -7.714506287910021442e-04 -1.240932099283099249e-03 5.242243246588097483e-01 3.059349446660744043e-01 9.019083491310854184e-01 -9.370950885463120716e-01 5.036750399860243643e-01 5.066080023225243423e-01 5.061152071222646542e-01 5.060626557271763470e-01 5.060589009093398039e-01 5.060586012853299787e-01 5.060585524594318763e-01 5.060584476461473802e-01 5.060602790554562525e-01 5.060363802285846591e-01 5.062892870116972865e-01 -8.515802119800663927e-01 -9.520524195821183921e-01 -4.319274589183235147e-01 -3.490741970160206042e-01 -8.638931959999897048e-01 -8.621765086006352163e-01 -8.624658817133505906e-01 -8.624967179522234906e-01 -8.624989210488503977e-01 -8.624990968488809306e-01 -8.624991254967534493e-01 -8.624991869943828826e-01 -8.624981124398555243e-01 -8.625121343408168606e-01 -8.623637039307645580e-01
3.000000000000000444e-01 9.999307791225129360e-01 8.403506475493741634e-01 -7.680992808355179280e-01 9.980960664038311947e-01 9.999997885714868584e-01 9.999995620956554365e-01 9.999993621360492302e-01 9.999993453366927687e-01 9.999993440681728130e-01 9.999993439768430914e-01 9.999993436758826126e-01 9.999993458202280916e-01 9.999993296449881663e-01 9.999994320457121777e-01 9.999987784081625364e-01 1.176592382451792720e-02 5.420431617162488891e-01 -6.403307698213167587e-01 6.167853945416586908e-02 -6.502745431673830892e-04 -9.358464069445201258e-04 -1.129481073225941474e-03 -1.144257919293814769e-03 -1.145365978272585737e-03 -1.145445713879245358e-03 -1.145708428845391112e-03 -1.143835266088417740e-03 -1.157890139146058352e-03 -1.065789966649857744e-03 -1.563068195155835859e-03 5.236110985009220231e-01 3.110547402724329058e-01 8.818407011391030670e-01 -9.480262712929744540e-01 5.042494833839378243e-01 5.063462844147327280e-01 5.058613095715632779e-01 5.058073800360912697e-01 5.058035145296727597e-01 5.058032071500074833e-01 5.058031557609213857e-01 5.058030704933003108e-01 5.058047246056275315e-01 5.057822967864391561e-01 5.060240051016077212e-01 -8.519574035869738049e-01 -9.503919973116615738e-01 -4.715474290190703188e-01 -3.181920629719408034e-01 -8.635580226638114310e-01 -8.623302385161931705e-01 -8.626148245181872731e-01 -8.626464480313039696e-01 -8.626487145353148867e-01 -8.626488947635455595e-01 -8.626489248948804311e-01 -8.626489748904531130e-01 -8.626480050209501815e-01 -8.626611549487054331e-01 -8.625193947158105168e-01
4.000000000000000222e-01 9.999629280971986667e-01 8.423302848923880370e-01 -7.283325062103306324e-01 9.971178173528802979e-01 9.999995480499623834e-01 9.999992631756228212e-01 9.999990059884350524e-01 9.999989844209454803e-01 9.999989827974673506e-01 9.999989826791675362e-01 9.999989823120998267e-01 9.999989849465105163e-01 9.999989648441139911e-01 9.999990951806434492e-01 9.999982549551604816e-01 8.610599937092924122e-03 5.389616787426619871e-01 -6.852238761144993084e-01 7.586869128585348176e-02 -9.507364886940875698e-04 -1.213939130026641831e-03 -1.409972390453752885e-03 -1.425186681664539863e-03 -1.426325359329984810e-03 -1.426408297091095534e-03 -1.426665610700376908e-03 -1.424817865052276870e-03 -1.438857428805412168e-03 -1.345227822503370805e-03 -1.868177356115339853e-03 5.229937810589546654e-01 3.161514458353328338e-01 8.598721823687563992e-01 -9.574309747842291163e-01 5.049916237159420840e-01 5.060974027154785393e-01 5.056204190458069014e-01 5.055651111238455009e-01 5.055611316364369001e-01 5.055608162613746126e-01 5.055607623949212037e-01 5.055606959280694035e-01 5.055621774979714989e-01 5.055411964655267543e-01 5.057717614893965097e-01 -8.523364975018130618e-01 -9.487087347000809912e-01 -5.105093828602879080e-01 -2.886623088034196427e-01 -8.631242436502037929e-01 -8.624763295097708227e-01 -8.627560442233613847e-01 -8.627884551930059542e-01 -8.627907870268929358e-01 -8.627909718240754922e-01 -8.627910033876489138e-01 -8.627910423345424018e-01 -8.627901741927231916e-01 -8.628024679358559101e-01 -8.626673317565195509e-01
5.000000000000000000e-01 9.999843953981929490e-01 8.446454948186917777e-01 -6.873290503113150818e-01 9.958553093129223210e-01 9.999992552539880286e-01 9.999989089278745746e-01 9.999985963825740454e-01 9.999985700200973993e-01 9.999985680403895572e-01 9.999985678944910417e-01 9.999985674683949943e-01 9.999985705474951914e-01 9.999985467783564230e-01 9.999987041000877319e-01 9.999976748607486421e-01 5.586498018477274036e-03 5.353260577278928789e-01 -7.263461823387974414e-01 9.095165151476776455e-02 -1.220447241508754123e-03 -1.477207859566970682e-03 -1.675479895985057532e-03 -1.691140964060062731e-03 -1.692311191920552313e-03 -1.692397402178152325e-03 -1.692649153803488021e-03 -1.690829076602470490e-03 -1.704828781809114872e-03 -1.609906253515767981e-03 -2.156449187101959746e-03 5.223736645316898741e-01 3.212261328861153453e-01 8.361293706327590503e-01 -9.655126412372874167e-01 5.059038429341786713e-01 5.058614498721619723e-01 5.053924111869757541e-01 5.053357268711112793e-01 5.053316300626785607e-01 5.053313064456645964e-01 5.053312501861024764e-01 5.053312017733426753e-01 5.053325156604679957e-01 5.053129556284203794e-01 5.055324503456070095e-01 -8.527166907031511478e-01 -9.470025192949761417e-01 -5.485322921809310248e-01 -2.603561783614843361e-01 -8.625898803628697653e-01 -8.626147422420011868e-01 -8.628896283503556530e-01 -8.629228257194531126e-01 -8.629252248359623456e-01 -8.629254143469862193e-01 -8.629254472927256892e-01 -8.629254756433543117e-01 -8.629247062265993362e-01 -8.629361603699720051e-01 -8.628075924837277366e-01
6.000000000000000888e-01 9.999963749670184310e-01 8.472590399926266391e-01 -6.454988650638586734e-01 9.942683947825630142e-01 9.999989375658833168e-01 9.999985107704536524e-01 9.999981449165658010e-01 9.999981137425519861e-01 9.999981114057556741e-01 9.999981112317050114e-01 9.999981107534602343e-01 9.999981142319231964e-01 9.999980870695538426e-01 9.999982702119364353e-01 9.999970521591210471e-01 2.692592212402748764e-03 5.311799310504611293e-01 -7.637612291817845733e-01 1.069128576762656824e-01 -1.457692390289271620e-03 -1.725820638077739822e-03 -1.926178451492342389e-03 -1.942295378689665912e-03 -1.943498114730754511e-03 -1.943587667812654010e-03 -1.943833714674382020e-03 -1.942043407733167826e-03 -1.955979865203356059e-03 -1.859992778196201471e-03 -2.428100712118569718e-03 5.217519843963319692e-01 3.262791586379245046e-01 8.107727469474829141e-01 -9.724465939791491209e-01 5.069874153475985024e-01 5.056385157218010740e-01 5.051771392574044839e-01 5.051190826603133566e-01 5.051148651471908391e-01 5.051145330346886730e-01 5.051144744645482687e-01 5.051144433589557226e-01 5.051155945140400894e-01 5.050974282477087574e-01 5.053059425522519188e-01 -8.530972200039628195e-01 -9.452734581265508362e-01 -5.853610448323606219e-01 -2.331257640381085572e-01 -8.619534562139429257e-01 -8.627454383644423963e-01 -8.630156765503770311e-01 -8.630496580918177729e-01 -8.630521264717069263e-01 -8.630523208456996054e-01 -8.630523551247648584e-01 -8.630523733297836841e-01 -8.630516995978443351e-01 -8.630623314555854186e-01 -8.629402670065757786e-01
7.000000000000000666e-01 9.999999973894025951e-01 8.501330004203130342e-01 -6.032247714955434326e-01 9.923146889474614429e-01 9.999986208855325964e-01 9.999980792705736032e-01 9.999976623053687952e-01 9.999976263140217814e-01 9.999976236197002377e-01 9.999976234170212530e-01 9.999976228932769828e-01 9.999976267261768692e-01 9.999975964536759188e-01 9.999978040697032888e-01 9.999963997533609650e-01 -7.225783571192400290e-05 5.265680218132848811e-01 -7.975712350969971220e-01 1.237398807947660273e-01 -1.660791086433102215e-03 -1.959963051594869332e-03 -2.162263581896512517e-03 -2.178845180849456938e-03 -2.180081409546427533e-03 -2.180174375901265411e-03 -2.180414592561746075e-03 -2.178656010925749190e-03 -2.192506983147246222e-03 -2.095675492825454025e-03 -2.683371073175250515e-03 5.211299265702870054e-01 3.313102510882773299e-01 7.839911032935009683e-01 -9.783820338754442014e-01 5.082425624334262482e-01 5.054286930583046233e-01 5.049744384371493977e-01 5.049150156264325950e-01 5.049106739857900372e-01 5.049103331171113096e-01 5.049102723170471041e-01 5.049102577728508123e-01 5.049112512244953166e-01 5.048944501549128550e-01 5.050920899456436963e-01 -8.534773574224727710e-01 -9.435218691285447434e-01 -6.207720595811631048e-01 -2.068056957381713690e-01 -8.612139674500784992e-01 -8.628683771198096819e-01 -8.631342980817560129e-01 -8.631690604945009282e-01 -8.631716001440358221e-01 -8.631717995344656558e-01 -8.631718350993186073e-01 -8.631718436069109046e-01 -8.631712624890349739e-01 -8.631810900400727071e-01 -8.630654556140813227e-01
8.000000000000000444e-01 9.999963298159618708e-01 8.532302279604168094e-01 -5.608585898066347220e-01 9.899493257172716776e-01 9.999983289792325758e-01 9.999976241618532269e-01 9.999971583948431553e-01 9.999971175915607358e-01 9.999971145397146266e-01 9.999971143080093050e-01 9.999971137451585390e-01 9.999971178882804956e-01 9.999970847951338282e-01 9.999973153848031870e-01 9.999957294398387209e-01 -2.709308879757536901e-03 5.215344457412329771e-01 -8.279116149928765767e-01 1.414225318395876396e-01 -1.828124378271580924e-03 -2.179832711212354238e-03 -2.383946777719140025e-03 -2.401001576495980123e-03 -2.402272308640284338e-03 -2.402368758985456727e-03 -2.402603036802385041e-03 -2.400877992012932782e-03 -2.414622379138641438e-03 -2.317158429277339955e-03 -2.922516396010592377e-03 5.205086330615118495e-01 3.363185828406048405e-01 7.559900893242781361e-01 -9.834416412191855361e-01 5.096685999806321865e-01 5.052320785061146236e-01 5.047841299866705489e-01 5.047233487086267845e-01 5.047188794837730308e-01 5.047185295909122349e-01 5.047184666395779784e-01 5.047184679133762675e-01 5.047193087560603031e-01 5.047038430872133885e-01 5.048907293856402800e-01 -8.538564064925884267e-01 -9.417482736039854974e-01 -6.545830618366701437e-01 -1.812251039898026828e-01 -8.603708027320443597e-01 -8.629835148184414884e-01 -8.632456093798566155e-01 -8.632811484495360732e-01 -8.632837613975167246e-01 -8.632839659622941753e-01 -8.632840027667565419e-01 -8.632840020220311494e-01 -8.632835104233166357e-01 -8.632925522515513261e-01 -8.631832663927377913e-01
9.000000000000000222e-01 9.999863760524714262e-01 8.565145698790667117e-01 -5.187163024571939118e-01 9.871246562342708142e-01 9.999980828513052034e-01 9.999971543586527734e-01 9.999966421735929645e-01 9.999965965753270236e-01 9.999965931664080987e-01 9.999965929053581393e-01 9.999965923095155418e-01 9.999965967196347005e-01 9.999965610987487930e-01 9.999968130369589758e-01 9.999950519281709527e-01 -5.219933854490555955e-03 5.161228454398016918e-01 -8.549464296464059920e-01 1.599528463465802464e-01 -1.958135264520733179e-03 -2.385639242815059020e-03 -2.591455486613336318e-03 -2.608991713792228623e-03 -2.610297986320995935e-03 -2.610397991781697544e-03 -2.610626238369421863e-03 -2.608936401723034679e-03 -2.622554227547208971e-03 -2.524661546688697442e-03 -3.145809780431046455e-03 5.198892018644968305e-01 3.413027761556626793e-01 7.269878021532977241e-01 -9.877241172511234124e-01 5.112639422752334184e-01 5.050487725121719507e-01 5.046060212607458295e-01 5.045438906634807097e-01 5.045392903691646724e-01 5.045389311766345086e-01 5.045388661505598726e-01 5.045388825025347579e-01 5.045395758846202838e-01 5.045254147008637613e-01 5.047016827669271732e-01 -8.542337020890105048e-01 -9.399534110733561709e-01 -6.866503735674492903e-01 -1.562084127071551587e-01 -8.594237495724602605e-01 -8.630908048310724778e-01 -8.633497340634325168e-01 -8.633860448224522921e-01 -8.633887331172325208e-01 -8.633889430188107506e-01 -8.633889810181198943e-01 -8.633889714625114786e-01 -8.633885662702324160e-01 -8.633968415050644607e-01 -8.632938152287620293e-01
