0.000000000000000000e+00 9.556530898831987475e-01 8.169236412271472236e-01 5.988559185280661890e-01 3.220675348219304568e-01 1.403023020019704067e-02 -2.932378584810905742e-01 -3.816665482875803983e-01 3.996468920099357502e-01 8.829750880488066445e-01 -2.944947738020063932e-01 -5.767458403874095030e-01 -8.008567842279330495e-01 -9.467166962791585538e-01 -9.999015714761776419e-01 -9.560395171505328138e-01 -9.243000843439559411e-01 9.166691669881772420e-01 4.694198482011622264e-01 6.470644246260522925e-01 3.784007116360019740e-01 7.468758637032772707e-02 -2.372729376279772706e-01 -5.258280432794487647e-01 -7.628878905030971325e-01 -9.249622184932985158e-01 -9.957152135763811529e-01 4.081271383292576771e-01 7.005490745328134539e-01 -7.624353286563758658e-01 -9.256418861705466572e-01 -9.972069817456027385e-01 -9.714430261571648240e-01 -8.505908939677794267e-01 -6.465307931751855808e-01 -3.800590669355955464e-01 -9.247277141159762626e-02 9.129251004103080547e-01 -7.136042279661876098e-01
1.000000000000000056e-01 9.555208992971968573e-01 8.166983267644605249e-01 5.985374833356118529e-01 3.216924747182534072e-01 1.363965560985407575e-02 -2.934505314655476704e-01 -3.541325440998363550e-01 3.830940815481088668e-01 8.860286522073620441e-01 -2.949233985398177493e-01 -5.770648516935773520e-01 -8.010948015324229621e-01 -9.468442066726954209e-01 -9.999069755706501139e-01 -9.559742598954156234e-01 -9.351952422940236209e-01 9.237093291088982472e-01 4.636304859126559319e-01 6.477274416800961054e-01 3.779211887943785264e-01 7.430317403105037022e-02 -2.376594062044643796e-01 -5.261653371914488675e-01 -7.631428100044908014e-01 -9.251056992966394388e-01 -9.954916450136600536e-01 4.546563551560978134e-01 7.034357401222691708e-01 -7.618721423536614079e-01 -9.258377692988354335e-01 -9.972356984830172966e-01 -9.713485505432853939e-01 -8.503822892900632091e-01 -6.462298751515979101e-01 -3.797096853240323200e-01 -9.484927362925350824e-02 8.906669403970107757e-01 -7.107588617236054729e-01
2.000000000000000111e-01 9.553863566747810010e-01 8.164688206359596023e-01 5.982133259142881077e-01 3.213107198704733269e-01 1.324215890691050716e-02 -2.936395668545396798e-01 -3.240254797402711828e-01 3.678718359354944401e-01 8.889880996576209338e-01 -2.953589502278342049e-01 -5.773895261687080893e-01 -8.013368933841532593e-01 -9.469738229203160662e-01 -9.999123187697429582e-01 -9.559162122160489439e-01 -9.460483541971240751e-01 9.298765038033000030e-01 4.579302989180032979e-01 6.483337912992739316e-01 3.774419952608230600e-01 7.391091096290611229e-02 -2.380525767502782164e-01 -5.265085292468837386e-01 -7.634021268101124358e-01 -9.252507590523159076e-01 -9.952361393731420369e-01 5.008341072216958567e-01 7.061315909803911328e-01 -7.613562208713536839e-01 -9.260332284607981634e-01 -9.972648480923377301e-01 -9.712522693422923625e-01 -8.501698469307668038e-01 -6.459235192975999462e-01 -3.793560766260550277e-01 -9.749372741691535171e-02 8.655432958803660481e-01 -7.080806283323259898e-01
3.000000000000000444e-01 9.552498255235898350e-01 8.162357720928419269e-01 5.978843615898570274e-01 3.209233539960306691e-01 1.283891784357798008e-02 -2.938011217943171105e-01 -2.912314680444348380e-01 3.539995945801593935e-01 8.918548794602111363e-01 -2.958002211580499363e-01 -5.777189319695195113e-01 -8.015823664267378579e-01 -9.471051688487073239e-01 -9.999175776975849361e-01 -9.558665706218628655e-01 -9.566526182584164095e-01 9.352455757912372381e-01 4.523216488109013111e-01 6.488851675576587930e-01 3.769640642907373662e-01 7.351196011045338374e-02 -2.384513357741616379e-01 -5.268566395963965032e-01 -7.636650932191143548e-01 -9.253967876438917717e-01 -9.949464597092939622e-01 5.465397020886771928e-01 7.086481384292435681e-01 -7.608863511219458031e-01 -9.262278846123176423e-01 -9.972943355503023355e-01 -9.711544472778353976e-01 -8.499541642425154642e-01 -6.456125969950101684e-01 -3.789997169106671393e-01 -1.004068837876278819e-01 8.374331937777603763e-01 -7.055620567326219561e-01
4.000000000000000222e-01 9.551116577601809210e-01 8.159998085628625830e-01 5.975514739779402840e-01 3.205314227465983490e-01 1.243107398486638371e-02 -2.939313366795372473e-01 -2.556480233017678350e-01 3.414873473779279633e-01 8.946306160750640002e-01 -2.962460484303529040e-01 -5.780521710238373245e-01 -8.018305531387482921e-01 -9.472378830220218315e-01 -9.999227312145587687e-01 -9.558265372533766291e-01 -9.667699251538075522e-01 9.398863716326492090e-01 4.468065138078801679e-01 6.493833021182537912e-01 3.764882845854138904e-01 7.310744451154667367e-02 -2.388546098635812021e-01 -5.272087239815538284e-01 -7.639309889504461992e-01 -9.255431802143510023e-01 -9.946204796549528160e-01 5.916271251444992219e-01 7.109980459374909412e-01 -7.604612593222567218e-01 -9.264213790548728733e-01 -9.973240704790951039e-01 -9.710553410320734713e-01 -8.497358185681840315e-01 -6.452979498814430670e-01 -3.786420757901917677e-01 -1.035862029951464258e-01 8.062117245446478453e-01 -7.031939836724070414e-01
5.000000000000000000e-01 9.549721930578342066e-01 8.157615339491897100e-01 5.972155126990118523e-01 3.201359310374053413e-01 1.201973079958771826e-02 -2.940266150407465084e-01 -2.172113096894110751e-01 3.303368986383524719e-01 8.973170516799353624e-01 -2.966953159156891506e-01 -5.783883813916604888e-01 -8.020808135042605258e-01 -9.473716196186233729e-01 -9.999277604264746877e-01 -9.557972324963494026e-01 -9.761246062583458505e-01 9.438630903886404688e-01 4.413865751973299334e-01 6.498299489472010304e-01 3.760154976104059799e-01 7.269844437640210488e-02 -2.392613684295402388e-01 -5.275638761322796189e-01 -7.641991227601836467e-01 -9.256893413434926776e-01 -9.942564449932740356e-01 6.359034093492467177e-01 7.131944170884332301e-01 -7.600796257309350157e-01 -9.266133743675399881e-01 -9.973539673482284540e-01 -9.709551985427669063e-01 -8.495153657234721933e-01 -6.449803878976211324e-01 -3.782846062464750303e-01 -1.070239299845443387e-01 7.717686531454904797e-01 -7.009662783856936974e-01
6.000000000000000888e-01 9.548317564401302970e-01 8.155215241405637805e-01 5.968772871499471444e-01 3.197378357039354912e-01 1.160594400382820683e-02 -2.940834770680233468e-01 -1.759066971832984605e-01 3.205431325178217938e-01 8.999160452343041294e-01 -2.971469617772586891e-01 -5.787267435184345610e-01 -8.023325395897387136e-01 -9.475060508616095500e-01 -9.999326487637955063e-01 -9.557797384939593632e-01 -9.844068436810379241e-01 9.472339205263197170e-01 4.360631967156250455e-01 6.502268739363912253e-01 3.755464886013591408e-01 7.228598952911488573e-02 -2.396706312099928238e-01 -5.279212343029883181e-01 -7.644688374599539760e-01 -9.258346809215667328e-01 -9.938531348958574707e-01 6.791182518569423010e-01 7.152507955605758028e-01 -7.597400953029320725e-01 -9.268035578800878360e-01 -9.973839459896056692e-01 -9.708542571031986146e-01 -8.492933358810778044e-01 -6.446606832688235311e-01 -3.779287546652949081e-01 -1.107065773008841791e-01 7.340288822619793763e-01 -6.988678698079940910e-01
7.000000000000000666e-01 9.546906601939038062e-01 8.152803311523673102e-01 5.965375722683706750e-01 3.193380523441109453e-01 1.119073023569110321e-02 -2.940986761557203844e-01 -1.317756148530547511e-01 3.120917918636758048e-01 9.024295173835238382e-01 -2.975999720069343879e-01 -5.790664742808775411e-01 -8.025851511660045956e-01 -9.476408646344193221e-01 -9.999373818178776130e-01 -9.557750617605863530e-01 -9.912795707216502938e-01 9.500519530274752489e-01 4.308375171163025819e-01 6.505758481649502878e-01 3.750819976936996536e-01 7.187106629094230925e-02 -2.400814611885305483e-01 -5.282799750913834691e-01 -7.647395051577070557e-01 -9.259786192215521128e-01 -9.934100573739768070e-01 7.209802686819936079e-01 7.171810845481183527e-01 -7.594412852778387180e-01 -9.269916369666467704e-01 -9.974139310387654112e-01 -9.707527450353050646e-01 -8.490702373287190019e-01 -6.443395760397969685e-01 -3.775759483131145844e-01 -1.146143878761831519e-01 6.929555917742783455e-01 -6.968868573637937436e-01
8.000000000000000444e-01 9.545492045117703883e-01 8.150384842842911537e-01 5.961971102085046326e-01 3.189374573376498878e-01 1.077507051768500021e-02 -2.940694154862451004e-01 -8.493650947766524795e-02 3.049593439026712649e-01 9.048594070678519508e-01 -2.980533780482052530e-01 -5.794068252407501562e-01 -8.028380943745931919e-01 -9.477757637263124479e-01 -9.999419472426080979e-01 -9.557840649830787738e-01 -9.963863655017316523e-01 9.523653703103931445e-01 4.257105277542657107e-01 6.508786405438409250e-01 3.746227234455833388e-01 7.145461943490288848e-02 -2.404929624885583650e-01 -5.286393115890125616e-01 -7.650105256961571287e-01 -9.261205913731664907e-01 -9.929277406211219903e-01 7.611547257313040493e-01 7.189991546982801296e-01 -7.591817933036866251e-01 -9.271773374485670072e-01 -9.974438517337269605e-01 -9.706508821370724016e-01 -8.488465575371646477e-01 -6.440177758215136494e-01 -3.772275841380323680e-01 -1.187202674568834243e-01 6.485703381260226053e-01 -6.950109463477237570e-01
9.000000000000000222e-01 9.544076773952834269e-01 8.147964900600928040e-01 5.958566102950227927e-01 3.185368878214525634e-01 1.035991025579334306e-02 -2.939933476172368332e-01 -3.559045820875204880e-02 2.991130533363080546e-01 9.072076685163515952e-01 -2.985062567668232414e-01 -5.797470826021922097e-01 -8.030908416659509053e-01 -9.479104657598328432e-01 -9.999463346897632388e-01 -9.558074657360710047e-01 -9.993664589551177757e-01 9.542176802616009201e-01 4.206830709514295386e-01 6.511370187261085185e-01 3.741693227799156030e-01 7.103755218077321965e-02 -2.409042803548166467e-01 -5.289984933408917733e-01 -7.652813265956306399e-01 -9.262600472466597790e-01 -9.924079345061578294e-01 7.992727099767179544e-01 7.207188634195736965e-01 -7.589601984587039940e-01 -9.273604034518723171e-01 -9.974736418473241217e-01 -9.705488796071674029e-01 -8.486227630950435863e-01 -6.436959617428337221e-01 -3.768850287217780926e-01 -1.229898025415994134e-01 6.009684975824217679e-01 -6.932274662123522058e-01
